video_clip_id,target_clip_ids,video_clip_narration,target_clip_narration,instruction,modified_captions
a2b38cad-b708-4956-8d37-0b8f474c75f5_2952_2961,['a2b38cad-b708-4956-8d37-0b8f474c75f5_2732_2741'],#C C picks a screw driver from the floor with his left hand,#C C screws the screw to the alternator with the screw driver in his right hand,Screw it in with the other hand.," #C C screws in the motorbike spare part with his left hand."
4e3fc1e9-424f-4921-9068-d468c135f347_100_109,['4e3fc1e9-424f-4921-9068-d468c135f347_60_69'],#C C drops the camera on the table,#C C lifts the camera off the table,Lift it off.," #C C lifts the camera off."
4e3fc1e9-424f-4921-9068-d468c135f347_0_8,['4e3fc1e9-424f-4921-9068-d468c135f347_100_109'],#C C checks the camera with both hands,#C C drops the camera on the table,Drop it on the table.," #C C drops the camera on the table with his right hand."
4e3fc1e9-424f-4921-9068-d468c135f347_60_69,['4e3fc1e9-424f-4921-9068-d468c135f347_100_109'],#C C lifts the camera off the table,#C C drops the camera on the table,Place it down.," #C C puts the camera on the table"
be8889c4-114f-4cb2-9e2c-fef576dbb00d_1626_1635,['be8889c4-114f-4cb2-9e2c-fef576dbb00d_1578_1587'],#C C stirs food,#C C hits the pot,Hit it instead.," #C C hits the food"
be8889c4-114f-4cb2-9e2c-fef576dbb00d_1578_1587,['be8889c4-114f-4cb2-9e2c-fef576dbb00d_1626_1635'],#C C hits the pot,#C C stirs food,Stir the contents instead.," #C C stirs the contents."
a0b158a7-745c-40ce-a5b2-d341feefdac0_0_5,['a0b158a7-745c-40ce-a5b2-d341feefdac0_289_298'],#C C knits with the thread and crochet,#C C touches the  thread,Touch it instead.," #C C touches the thread"
a0b158a7-745c-40ce-a5b2-d341feefdac0_0_5,['a0b158a7-745c-40ce-a5b2-d341feefdac0_90_99'],#C C knits with the thread and crochet,#C C drags the thread,Drag the thread.," #C C drags the thread on the fabric."
a0b158a7-745c-40ce-a5b2-d341feefdac0_289_298,['a0b158a7-745c-40ce-a5b2-d341feefdac0_0_5'],#C C touches the  thread,#C C knits with the thread and crochet,Start knitting.," #C C starts knitting with the thread."
a0b158a7-745c-40ce-a5b2-d341feefdac0_90_99,['a0b158a7-745c-40ce-a5b2-d341feefdac0_0_5'],#C C drags the thread,#C C knits with the thread and crochet,Knit with it.," #C C knits with the yarn."
abc7e388-83f7-4bea-8bf2-09211e8c104b_3480_3489,['abc7e388-83f7-4bea-8bf2-09211e8c104b_3561_3570'],#C C moves around the stack in his hands.,#C C looks around the heap of dried grass straws.,Look around the heap instead.," #C C looks around the heap."
abc7e388-83f7-4bea-8bf2-09211e8c104b_3561_3570,['abc7e388-83f7-4bea-8bf2-09211e8c104b_3480_3489'],#C C looks around the heap of dried grass straws.,#C C moves around the stack in his hands.,Move it in hands.," #C C moves Man X with his hands."
c91d9d69-c0f0-4785-a40d-27ee44fa5f6e_1649_1658,"['c91d9d69-c0f0-4785-a40d-27ee44fa5f6e_1607_1616', 'c91d9d69-c0f0-4785-a40d-27ee44fa5f6e_1568_1577', 'c91d9d69-c0f0-4785-a40d-27ee44fa5f6e_1582_1591']",#C C draws on the book with the pencil,#C C takes another pencil on the bed,Take another one.," #C C takes another pencil"
c54ec24d-abe9-40ab-902b-30f347c2a780_24_33,['c54ec24d-abe9-40ab-902b-30f347c2a780_181_190'],#C C picks up the phone,#C C moves the phone,Move it aside.," #C C moves the laptop aside."
c54ec24d-abe9-40ab-902b-30f347c2a780_181_190,['c54ec24d-abe9-40ab-902b-30f347c2a780_24_33'],#C C moves the phone,#C C picks up the phone,Pick it up.," #C C picks up the coffee cup"
c2a3d4ac-8d13-4daa-a9a9-a867999e956f_0_6,['c2a3d4ac-8d13-4daa-a9a9-a867999e956f_290_299'],#C C picks a cardboard from a table with his left hand.,#C C picks a perforator with his left hand. #unsure.,Pick up the perforator instead.," #C C picks up the perforator from the table with both hands."
c2a3d4ac-8d13-4daa-a9a9-a867999e956f_290_299,['c2a3d4ac-8d13-4daa-a9a9-a867999e956f_0_6'],#C C picks a perforator with his left hand. #unsure.,#C C picks a cardboard from a table with his left hand.,Pick up the cardboard instead.," #C C picks up the cardboard from the table with his right hand."
6dafeac7-75b6-4d69-96f7-d08708a0a99e_428_437,['6dafeac7-75b6-4d69-96f7-d08708a0a99e_351_360'],#C C drops the spatula in the frying pan.,#C C drops the wooden spoon on a pack of milk.,Use a different object and location.," #C C looks at the book on the table."
6dafeac7-75b6-4d69-96f7-d08708a0a99e_351_360,['6dafeac7-75b6-4d69-96f7-d08708a0a99e_428_437'],#C C drops the wooden spoon on a pack of milk.,#C C drops the spatula in the frying pan.,Use a spatula and a frying pan instead.," #C C uses a spatula in the frying pan"
398ad750-86ea-4298-a97a-b6b689f1ad13_199_208,['398ad750-86ea-4298-a97a-b6b689f1ad13_110_119'],#C C carries out more exercise,#C C lays on the floor,Lay down instead.," #C C lays down on the couch."
398ad750-86ea-4298-a97a-b6b689f1ad13_110_119,['398ad750-86ea-4298-a97a-b6b689f1ad13_199_208'],#C C lays on the floor,#C C carries out more exercise,Perform exercises.," #C C does floor exercises."
f54fd12b-d439-4f3c-9d0c-293336dd33b1_589_598,['f54fd12b-d439-4f3c-9d0c-293336dd33b1_580_589'],#C C sweeps the floor,#C C lifts a dust pan,Lift the dust pan.," #C C lifts the dust pan from the ground"
f54fd12b-d439-4f3c-9d0c-293336dd33b1_580_589,['f54fd12b-d439-4f3c-9d0c-293336dd33b1_589_598'],#C C lifts a dust pan,#C C sweeps the floor,Sweep the floor instead.," #C C sweeps the floor."
d02bd0da-e84e-40b8-81d7-47106f1911ae_175_184,['d02bd0da-e84e-40b8-81d7-47106f1911ae_219_228'],#C C touches the front derailleur with his left hand. #Unsure,#C C tightens the knot of the front derailleur with the screwdriver. #Unsure,Tighten the knot with a tool.," #C C tightens the bicycle knot with a tool."
d02bd0da-e84e-40b8-81d7-47106f1911ae_219_228,['d02bd0da-e84e-40b8-81d7-47106f1911ae_175_184'],#C C tightens the knot of the front derailleur with the screwdriver. #Unsure,#C C touches the front derailleur with his left hand. #Unsure,Touch it instead.," #C C touches the tire valve."
2dd04abb-859f-4121-9eeb-4db511b54c7b_171_177,"['2dd04abb-859f-4121-9eeb-4db511b54c7b_35_44', '2dd04abb-859f-4121-9eeb-4db511b54c7b_86_95']",#C C places the paint brush on the paint bucket,#C C dips the paint brush into paint in the paint bucket,Dip it into paint.," #C C dips the paint brush into the paint container with his right hand."
2dd04abb-859f-4121-9eeb-4db511b54c7b_35_44,"['2dd04abb-859f-4121-9eeb-4db511b54c7b_171_177', '2dd04abb-859f-4121-9eeb-4db511b54c7b_116_125']",#C C dips the paint brush into paint in the paint bucket,#C C places the paint brush on the paint bucket,Place it on the bucket.," #C C places the paint brush on the bucket."
ecb608ac-6443-46d4-9025-1300c456b8c8_0_5,['ecb608ac-6443-46d4-9025-1300c456b8c8_69_78'],#C C holds the vacuum cleaner with both hands.,#C C straightens the wire of the vacuum cleaner with her right hand.,Straighten the wire with one hand.," #C C straightens the vacuum cleaner's wire with his right hand."
ecb608ac-6443-46d4-9025-1300c456b8c8_69_78,['ecb608ac-6443-46d4-9025-1300c456b8c8_0_5'],#C C straightens the wire of the vacuum cleaner with her right hand.,#C C holds the vacuum cleaner with both hands.,Hold it with both hands.," #C C holds the vacuum cleaner with both hands."
250d59fc-e1e3-479e-946d-f108d4f38275_1354_1363,['250d59fc-e1e3-479e-946d-f108d4f38275_1602_1611'],#C C squeezes the wrapper.,#C C flaps the wrapper.,Flap it instead.," #C C flaps the cloth with both hands."
250d59fc-e1e3-479e-946d-f108d4f38275_1602_1611,['250d59fc-e1e3-479e-946d-f108d4f38275_1354_1363'],#C C flaps the wrapper.,#C C squeezes the wrapper.,Squeeze it.," #C C squeezes the cloth."
6be77236-230f-4d9b-98d5-1cbf3be34023_56_65,['6be77236-230f-4d9b-98d5-1cbf3be34023_1094_1103'],#C C picks a cloth,#C C moves hand towards face,Move hand towards face.," #C C moves his hand towards his face."
6be77236-230f-4d9b-98d5-1cbf3be34023_1094_1103,['6be77236-230f-4d9b-98d5-1cbf3be34023_56_65'],#C C moves hand towards face,#C C picks a cloth,Pick up the cloth.," #C C picks up the cloth."
bda3cdb5-32ef-433f-bc6a-e77617447d30_93_102,['bda3cdb5-32ef-433f-bc6a-e77617447d30_65_74'],#c c picks a glass,#c c pours the dirty water from the mug to the sink,Pour out the contents.," #C C pours out the cup's contents."
bda3cdb5-32ef-433f-bc6a-e77617447d30_65_74,['bda3cdb5-32ef-433f-bc6a-e77617447d30_93_102'],#c c pours the dirty water from the mug to the sink,#c c picks a glass,Pick up a glass instead.," #C C picks a glass from the kitchen counter"
433d0fc0-f6e9-46aa-8ec7-a6633cba6932_401_410,['433d0fc0-f6e9-46aa-8ec7-a6633cba6932_523_532'],#C C holds a drawing color brushes,#C C colors a board with a drawing color brush,Color with it.," #C C colors with the paintbrush."
433d0fc0-f6e9-46aa-8ec7-a6633cba6932_523_532,['433d0fc0-f6e9-46aa-8ec7-a6633cba6932_401_410'],#C C colors a board with a drawing color brush,#C C holds a drawing color brushes,Simply hold it.," #C C holds the paint brush over the manila paper."
8dd63cb0-6b7b-401d-bbc3-b5f113b67cd8_18_27,['8dd63cb0-6b7b-401d-bbc3-b5f113b67cd8_51_60'],#C C lifts the bicycle wheel from the floor with his left hand.,#C C picks two spanners on the workshop table with his right hand.,Pick up spanners instead.," #C C picks up spanners with his right hand"
8dd63cb0-6b7b-401d-bbc3-b5f113b67cd8_51_60,['8dd63cb0-6b7b-401d-bbc3-b5f113b67cd8_18_27'],#C C picks two spanners on the workshop table with his right hand.,#C C lifts the bicycle wheel from the floor with his left hand.,Lift the wheel with the other hand.," #C C lifts the wheel with his left hand."
380de10c-99d3-4270-b908-6765c388a116_541_550,['380de10c-99d3-4270-b908-6765c388a116_429_438'],#C C drags the hose with his left hand.,#C C adjusts the hose with his left hand.,Adjust it.," #C C adjusts the sprinkler."
380de10c-99d3-4270-b908-6765c388a116_429_438,['380de10c-99d3-4270-b908-6765c388a116_541_550'],#C C adjusts the hose with his left hand.,#C C drags the hose with his left hand.,Drag it instead.," #C C drags the water spray gun."
380de10c-99d3-4270-b908-6765c388a116_429_438,['380de10c-99d3-4270-b908-6765c388a116_572_581'],#C C adjusts the hose with his left hand.,#C C stops watering the plants.,Stop the action.," #C C stops spraying."
3ef71673-7e7b-4a24-a5f7-a4e291a07601_0_5,['3ef71673-7e7b-4a24-a5f7-a4e291a07601_17_26'],#C C colors a drawing,#C C moves a book,Move the book.," #C C moves the book."
0dbabadf-c3d5-4e98-bb20-ce9d930c2474_896_905,['0dbabadf-c3d5-4e98-bb20-ce9d930c2474_942_951'],#C C places rack against the door,#C C removes cable from the rack,Remove the cable.," #C C removes the vacuum cable."
0dbabadf-c3d5-4e98-bb20-ce9d930c2474_942_951,['0dbabadf-c3d5-4e98-bb20-ce9d930c2474_896_905'],#C C removes cable from the rack,#C C places rack against the door,Move the rack to the door.," #C C moves the rack to the door."
35fa3da9-4e1a-4d02-b4e2-98ff0db7ce05_0_5,['35fa3da9-4e1a-4d02-b4e2-98ff0db7ce05_8_17'],#C C pours the food into a pan of food on the cooker,#C C moves the empty pan from the pan of food to a kitchen sink,Move the empty one to the sink.," #C C moves the empty pan to the sink."
105c43dd-ba43-477c-94f7-0053435a0576_326_335,['105c43dd-ba43-477c-94f7-0053435a0576_314_323'],#C C removes the bolt from the lawnmower with his left hand,#C C loosens a bolt with the wrench,Loosen with a tool.," #C C loosens the lawn mower part with a tool."
105c43dd-ba43-477c-94f7-0053435a0576_314_323,['105c43dd-ba43-477c-94f7-0053435a0576_326_335'],#C C loosens a bolt with the wrench,#C C removes the bolt from the lawnmower with his left hand,Remove it by hand.," #C C removes the screw from the lawn mower by hand."
dfdfde56-5e0f-4e8f-aa5b-73fae9336086_1172_1181,['dfdfde56-5e0f-4e8f-aa5b-73fae9336086_1147_1156'],#C C fixes the wire in the mechanical device with his hands,#C C examines the device with his right hand,Examine it instead.," #C C examines the motorbike chain."
68b90b42-7e3c-443f-9bac-e1fb46ee40b8_326_335,['68b90b42-7e3c-443f-9bac-e1fb46ee40b8_526_535'],#C C turns the bowl with his hands still in the bowl of dough.,#C C drops the bowl of dough on the table.,Drop the bowl onto the table.," #C C drops the bowl onto the table."
68b90b42-7e3c-443f-9bac-e1fb46ee40b8_526_535,['68b90b42-7e3c-443f-9bac-e1fb46ee40b8_326_335'],#C C drops the bowl of dough on the table.,#C C turns the bowl with his hands still in the bowl of dough.,Turn the bowl while keeping hands in it.," #C C turns the bowl with her hands in it on the table"
20f345f7-d592-4d52-851f-3ee4544a847d_164_173,['20f345f7-d592-4d52-851f-3ee4544a847d_149_158'],#C C cycles along the road,#C C stops at the stop sign,Stop at the sign.," #C C stops the bicycle at the sign."
20f345f7-d592-4d52-851f-3ee4544a847d_149_158,['20f345f7-d592-4d52-851f-3ee4544a847d_164_173'],#C C stops at the stop sign,#C C cycles along the road,Continue cycling.," #C C continues cycling."
d20f6551-0272-4a69-8b02-da7ffcf29e0f_599_608,['d20f6551-0272-4a69-8b02-da7ffcf29e0f_737_746'],#C C puts the onion cover down,#C C cuts the onion,Cut it instead.," #C C cuts the garlic"
d20f6551-0272-4a69-8b02-da7ffcf29e0f_737_746,['d20f6551-0272-4a69-8b02-da7ffcf29e0f_599_608'],#C C cuts the onion,#C C puts the onion cover down,Place the cover down.," #C C places the onion cover down."
25eca07b-a5e2-433e-b7c0-24b5d8e153de_0_6,['25eca07b-a5e2-433e-b7c0-24b5d8e153de_1871_1880'],#C C wears the seat belt,#C C drives,Start driving.," #C C drives with both hands."
25eca07b-a5e2-433e-b7c0-24b5d8e153de_1871_1880,['25eca07b-a5e2-433e-b7c0-24b5d8e153de_0_6'],#C C drives,#C C wears the seat belt,Buckle up instead.," #C C buckles the seatbelt in the car"
79001765-abc6-439b-a987-367dd4d1d5f6_27_36,['79001765-abc6-439b-a987-367dd4d1d5f6_39_48'],#C C picks a jug.,#C C cleans the jug.,Clean it.," #C C cleans the kettle."
79001765-abc6-439b-a987-367dd4d1d5f6_96_105,['79001765-abc6-439b-a987-367dd4d1d5f6_112_121'],#C C picks up a pan.,#C C touches the pans in the cabinet.,Touch them instead.," #C C touches the pan with a kitchen towel."
79001765-abc6-439b-a987-367dd4d1d5f6_154_163,['79001765-abc6-439b-a987-367dd4d1d5f6_175_184'],#C C picks a pot.,#C C puts the pot in the cabinet.,Place it in the cabinet.," #C C places the bowl in the cabinet."
79001765-abc6-439b-a987-367dd4d1d5f6_112_121,['79001765-abc6-439b-a987-367dd4d1d5f6_96_105'],#C C touches the pans in the cabinet.,#C C picks up a pan.,Pick one up.," #C C picks a pan from the cabinet"
df59a988-5814-4bc4-9445-93d50cef9b69_0_6,['df59a988-5814-4bc4-9445-93d50cef9b69_149_158'],#C C cuts grass around the lawn.,#C C removes his right hand from the lawn trimmer assist handle.,Remove the hand from the handle.," #C C removes his hand from the handle."
eb5cd861-7460-4d73-8945-c8eec0c3d450_769_778,"['eb5cd861-7460-4d73-8945-c8eec0c3d450_990_999', 'eb5cd861-7460-4d73-8945-c8eec0c3d450_842_851', 'eb5cd861-7460-4d73-8945-c8eec0c3d450_885_894', 'eb5cd861-7460-4d73-8945-c8eec0c3d450_976_985']",#C C holds the railing with his left hand,#C C continues smoothening the welded edges of the steel railing with the angle grinder in his two hands,Continue smoothening with both hands.," #C C smoothens the stair rail with both hands."
eb5cd861-7460-4d73-8945-c8eec0c3d450_842_851,['eb5cd861-7460-4d73-8945-c8eec0c3d450_769_778'],#C C continues smoothening the welded edges of the steel railing with the angle grinder in his two hands,#C C holds the railing with his left hand,Stop using the tool and hold it.," #C C holds the steel grinder."
eb5cd861-7460-4d73-8945-c8eec0c3d450_885_894,['eb5cd861-7460-4d73-8945-c8eec0c3d450_769_778'],#C C continues smoothening the welded edges of the steel railing with the angle grinder in his two hands,#C C holds the railing with his left hand,Hold it with one hand.," #C C holds the stair rail with one hand."
eb5cd861-7460-4d73-8945-c8eec0c3d450_976_985,['eb5cd861-7460-4d73-8945-c8eec0c3d450_769_778'],#C C continues smoothening the welded edges of the steel railing with the angle grinder in his two hands,#C C holds the railing with his left hand,Hold it with one hand.," #C C holds the grinder with one hand."
eb5cd861-7460-4d73-8945-c8eec0c3d450_990_999,['eb5cd861-7460-4d73-8945-c8eec0c3d450_769_778'],#C C continues smoothening the welded edges of the steel railing with the angle grinder in his two hands,#C C holds the railing with his left hand,Hold it with one hand.," #C C holds the stair rail with one hand."
44a173ba-e836-4efc-b485-e94d6bbafa8e_0_6,['44a173ba-e836-4efc-b485-e94d6bbafa8e_288_297'],#C C adjusts a curtain in a curtain pole with her hands,#C C clips the curtain to the curtain rod.,Clip it on.," #C C clips the curtain onto the curtain pole with both hands"
44a173ba-e836-4efc-b485-e94d6bbafa8e_288_297,['44a173ba-e836-4efc-b485-e94d6bbafa8e_0_6'],#C C clips the curtain to the curtain rod.,#C C adjusts a curtain in a curtain pole with her hands,Adjust it on the pole.," #C C adjusts the curtain on the pole."
52925c77-6be9-4953-9a06-993110acf76d_899_908,['52925c77-6be9-4953-9a06-993110acf76d_949_957'],#C C throws the fabric aside,#C C picks a screw,Pick up the screw.," #C C picks up the screw."
52925c77-6be9-4953-9a06-993110acf76d_1054_1063,['52925c77-6be9-4953-9a06-993110acf76d_965_974'],#C C moves the torch,#C C picks another screw,Pick up a screw instead.," #C C picks up a screw."
fb5ca588-ca6d-48f4-b906-050c80363225_179_188,['fb5ca588-ca6d-48f4-b906-050c80363225_285_294'],#C C takes out a piece of the kaliche ladoo in the frying pan of oil with the spatula.,#C C hits the strainer on the on the pan with his left hand.,Tap the strainer instead.," #C C taps the strainer."
fb5ca588-ca6d-48f4-b906-050c80363225_285_294,['fb5ca588-ca6d-48f4-b906-050c80363225_179_188'],#C C hits the strainer on the on the pan with his left hand.,#C C takes out a piece of the kaliche ladoo in the frying pan of oil with the spatula.,Use the spatula to remove a piece.," #C C uses the spatula to remove a piece."
fb5ca588-ca6d-48f4-b906-050c80363225_134_143,['fb5ca588-ca6d-48f4-b906-050c80363225_245_254'],#C C drops the bowl of kaliche ladoo paste on the floor.,#C C picks the spatula from the bowl of kaliche ladoo on the gas cooker.,Pick the spatula from the bowl.," #C C picks the spatula from the bowl."
fb5ca588-ca6d-48f4-b906-050c80363225_245_254,['fb5ca588-ca6d-48f4-b906-050c80363225_134_143'],#C C picks the spatula from the bowl of kaliche ladoo on the gas cooker.,#C C drops the bowl of kaliche ladoo paste on the floor.,Drop the bowl instead.," #C C drops the bowl into the frying pan."
